link_researcher,assunto_keywords,assunto_ids
/pt/auxilios/23572/epidemiologia-da-ansiedade-ao-tratamento-odontologico-no-municipio-de-araraquara-sp/,Ansiedade ao tratamento odontológico##Assistência odontológica##Prevalência##Epidemiologia##Araraquara (SP),17250##4370##6442##157796##4255
/pt/auxilios/23961/avaliacao-da-microbiota-bucal-de-pacientes-submetidos-a-radioterapia-para-tratamento-de-lesoes-malig/,Microbiologia oral##Manifestações bucais##Estomatite##Neoplasias de cabeça e pescoço##Radioterapia,5729##152953##8569##2990##3133
/pt/auxilios/24100/efeito-da-inativacao-de-genes-regulatorios-e-da-exposicao-a-macrofagos-murinos-na-expressao-de-gluco/,Streptococcus mutans##Macrófagos,5068##663
/pt/auxilios/28147/biocompatibilidade-de-polietileno-poroso-de-alta-densidade-hidroxiapatita-bovina-inorganica-e-b-tri/,Implantes osseointegrados##Biomateriais##Teste de biocompatibilidade,6051##396##8885
/pt/auxilios/23590/avaliacao-da-terapia-fotodinamica-na-descontaminacao-radicular-e-na-modulacao-das-respostas-imuno-in/,Periodontite##Tratamento periodontal##Regeneração tecidual guiada periodontal##Raspagem dentária##Terapia fotodinâmica,872##7325##7300##153198##150454
/pt/auxilios/23817/avaliacao-comparativa-da-atividade-antimicrobiana-de-enxaguatorios-a-base-de-clorexidina-ou-propolis/,Clorexidina##Lactobacillus##Própolis,6243##165##120
/pt/auxilios/23882/estudo-de-biomarcadores-para-determinacao-de-chumbo-e-sua-correlacao-com-polimorfismos-geneticos-e/,Dente decíduo##Polimorfismo genético##Chumbo##Anemia,19719##151781##5157##7458
/pt/auxilios/23976/avaliacao-in-vitro-da-eficacia-de-extratos-naturais-na-eliminacao-de-enterococcus-faecalis-candida/,Endotoxinas##Medicação intracanal##Medicamentos fitoterápicos##Micro-organismos,8605##174169##4581##166965
/pt/auxilios/24014/influencia-da-sinvastatina-e-de-sua-associacao-a-matriz-de-osso-bovino-desmineralizado-na-reparacao/,Defeitos ósseos##Regeneração óssea##Matriz óssea##Xenoenxertos##Sinvastatina##Densitometria de raio X,169001##3451##6527##169002##149049##154247
/pt/auxilios/23256/incorporacao-de-fluor-no-biofilme-dentario-e-fluido-do-biofilme-apos-o-uso-de-dentifricios-convencio/,Dentifrício fluorado##Flúor##Abastecimento de água##Biofilmes,150646##312##3665##733
/pt/auxilios/23488/o-uso-forense-do-dna-no-instituto-medico-legal-e-de-criminalistica-do-brasil/,Genética forense##Análise de sequência de DNA##Criminalística,18742##8439##19089
/pt/auxilios/23528/avaliacao-in-situ-da-acao-anticariogenica-de-dentifricios-com-baixa-concentracao-de-fluoreto-supleme/,Dentifrício fluorado##Fluorose dentária##Fluoretos##Esmalte dentário,150646##3735##152263##2231
/pt/auxilios/23577/influencia-de-metodos-de-limpeza-de-proteses-sobre-a-rugosidade-dureza-e-quantificacao-de-candida-a/,Implantes dentários##Candida albicans##Escovação dentária##Rugosidade superficial##Testes de dureza##Contagem de colônia microbiana,1367##3119##150244##7818##13938##161865
/pt/auxilios/23677/avaliacao-do-efeito-bioestimulador-direto-e-transdentinario-do-laser-de-baixa-potencia-sobre-celulas/,Metabolismo celular##Odontoblastos##Fosfatase alcalina##Terapia a laser de baixa intensidade##Reação em cadeia da polimerase via transcriptase reversa (RT-PCR)##Expressão gênica##Colágeno tipo I##Fibronectinas,2352##27932##8895##10351##149884##874##17666##8835
/pt/auxilios/23971/efeito-do-envelhecimeto-acelerado-sobre-a-microdureza-superficial-rugosidade-e-opacidade-de-resinas/,Olho artificial##Microdureza##Opacidade##Resinas acrílicas##Rugosidade superficial##Envelhecimento acelerado,20511##159666##152996##8052##7818##178180
/pt/auxilios/23979/efeitos-fotodinamicos-antimicrobianos-do-verde-de-malaquita-e-azuleno-sobre-staphylococcus-enetroba/,Enterobacteriaceae##Azulenos##Staphylococcus##Fotoquimioterapia##Candida,1580##17733##6087##355##5074
/pt/auxilios/23553/influencia-de-diferentes-pilares-e-materiais-de-recobrimento-estetico-na-manutencao-da-pre-carga-do/,Materiais dentários##Coroas dentárias##Fadiga dos materiais##Zircônia##Parafusos ósseos,222##149700##1241##159858##8212
/pt/auxilios/23567/avaliacao-in-vitro-e-in-vivo-do-efeito-citotoxico-da-terapia-fotodinamica/,Próteses e implantes##Citotoxicidade##LED##Terapia fotodinâmica,1432##6595##17961##150454
/pt/auxilios/23581/o-significado-da-biosseguranca-entre-estudantes-do-curso-de-odontologia-da-foarunesp/,Biossegurança##Pacientes em odontologia,14278##4475
/pt/auxilios/22696/estudo-da-expressao-de-mmp-2-e-mmp-9-por-fibroblastos-gengivais-de-camundongos-estimulados-por-fluor/,Quimiocinas##Fluoretos##Fibroblastos,7312##152263##1979
/pt/auxilios/22710/avaliacao-da-citotoxidade-de-agentes-clareadores-com-e-sem-ativacao/,Peróxido de carbamida##Clareamento##Citotoxicidade##Cultura de células##Peróxido de hidrogênio,149250##174098##6595##4904##3433
/pt/auxilios/23294/avaliacao-clinica-e-molecular-do-iodo-povidine-sobre-o-tratamento-da-doenca-periodontal-cronica/,Doenças periodontais##Irrigação,5504##1867
/pt/auxilios/23455/estudo-comparativo-da-funcao-e-da-eficiencia-mastigatoria-em-individuos-portadores-de-proteses-totai/,Prótese dentária##Prótese total##Oclusão dentária##Xenartros,3465##4600##28091##17556
/pt/auxilios/23883/estudo-das-alteracoes-estruturais-e-da-expressao-de-gelatinases-e-timps-1-2-3-e-4-na-hipofuncao-ma/,Maloclusão##Imuno-histoquímica##Músculo masseter##Western blotting,11901##162220##152383##8446
/pt/auxilios/23912/influencia-do-numero-de-aplicacoes-do-laser-de-baixa-intensidade-sobre-a-pele-da-regiao-masseterica/,Pele##Imuno-histoquímica##Músculo masseter##Terapia a laser,2861##162220##152383##10350
/pt/auxilios/22919/voz-fala-e-funcoes-orofaciais-de-idosos-submetidos-a-diferentes-estrategias-de-reabilitacao-oral-pr/,Deglutição##Idosos##Prótese dentária##Fala##Voz##Mastigação,151916##508##3465##12573##6390##17669
/pt/auxilios/22951/perda-de-pre-carga-de-diferentes-parafusos-e-juncoes-pilarimplantes/,Implantodontia##Titânio##Prótese dentária##Materiais dentários,1365##1363##3465##222
/pt/auxilios/23473/avaliacao-da-atividade-antimicrobiana-e-da-biocompatibilidade-de-uma-pasta-medicamentosa-constituida/,Óleos vegetais##Hidróxido de cálcio##Anti-infecciosos##Anti-inflamatórios##Teste de biocompatibilidade##Polpa dentária,4452##5495##162377##160860##8885##13892
/pt/auxilios/23726/resistencia-a-fadiga-efeito-da-distancia-de-soldagem-a-laser-em-estruturas-de-titanio-comercialment/,Implantodontia##Fundição odontológica##Titânio##Soldagem a laser##Fadiga dos materiais,1365##11865##1363##159811##1241
/pt/auxilios/23761/avaliacao-do-diagnostico-de-carie-e-plano-de-tratamento-para-as-superficies-oclusais-realizados-por/,Tomada de decisão##Escolas de odontologia,151141##152952
/pt/auxilios/23832/extensometria-estudo-da-micro-deformacao-ao-redor-de-implantes-com-conexao-protetica-de-sextavado-i/,Extensometria##Biomecânica##Próteses e implantes,159809##424##1432
/pt/auxilios/22850/senescencia-e-estomatite-por-dentadura-avaliacao-quantitativa-funcional-e-fenotipica-dos-neutrofil/,Envelhecimento##Neutrófilos,2054##664
/pt/auxilios/23205/efetividade-de-vernizes-fotopolimerizaveis-experimentais-na-reducao-da-hidrofobicidade-e-adesao-de-c/,Próteses e implantes##Prótese parcial removível##Candidose##Aderência bacteriana##Biomateriais poliméricos##Cimentos de resina,1432##23899##7541##148329##1715##152989
/pt/auxilios/23423/engenharia-de-tecido-osseo-avaliacoes-in-vitro-e-in-vivo-do-biomaterial-hibrido-fosfato-de-calcioa/,Engenharia tecidual##Osteoblastos##Biomateriais##Osso e ossos##Células-tronco,148562##152126##396##3541##319
/pt/auxilios/23728/estudo-do-potencial-de-transformacao-maligna-do-liquen-plano-bucal-analise-histologica-histoquimic/,Imuno-histoquímica##Carcinoma de células escamosas##Líquen plano bucal,162220##1032##7451
/pt/auxilios/22785/avaliacao-histometrica-do-efeito-da-ingestao-cronica-de-refrigerante-de-cola-sobre-o-reparo-osseo-al/,Dieta##Reparo ósseo##Refrigerantes de cola,5964##14727##162958
/pt/auxilios/22870/analise-da-influencia-dos-sistemas-de-retencao-para-overdentures-implanto-retidas-e-da-espessura-e-r/,Biomecânica##Implantação dentária endo-óssea##Mucosa bucal##Método dos elementos finitos,424##168989##7477##423
/pt/auxilios/23250/revisao-sistematica-das-intervencoes-dirigidas-aos-profissinonais-da-saude-visando-melhorar-a-aderen/,Infectologia##Infecção hospitalar##Programa de controle de infecção hospitalar##Pessoal de saúde,18520##4211##150758##4304
/pt/auxilios/23403/efeito-do-modo-de-ativacao-de-cimentos-resinosos-duais-sobre-cinetica-de-conversao-propriedades-mec/,Dentística##Cura luminosa de adesivos dentários##Cimentos dentários##Cimentos de resina##Elasticidade##Espectroscopia infravermelho transformada de Fourier##Propriedades mecânicas,7616##19741##8915##152989##14119##16461##1372
/pt/auxilios/23704/avaliacao-da-microbiota-periodontopatogenica-e-das-condicoes-de-saude-periodontal-de-uma-comunidade/,Microbiota##Periodontite##Saúde bucal,164256##872##1593
/pt/auxilios/23722/analise-fotoelastica-da-tensao-entre-diferentes-tipos-de-sistemas-de-retencao-em-implantes-de-protes/,Fotoelasticidade##Próteses e implantes,161509##1432
/pt/auxilios/23725/efeito-de-tempos-de-intemperismo-natural-sobre-a-deformacao-permanente-dos-materiais-reembasadores-r/,Prótese total##Reembasadores de prótese##Resinas acrílicas##Envelhecimento acelerado##Resistência à tração##Deformação,4600##8053##8052##178180##6463##174168
/pt/auxilios/22800/avaliacao-da-alteracao-de-cor-e-da-temperatura-dentinaria-e-analise-morfologica-da-superficie-de-esm/,Dentística##Clareamento de dente##Clareadores dentários##Esmalte dentário##Cor,7616##13845##158312##2231##9435
/pt/auxilios/22720/avaliacao-da-expressao-da-quimiocina-mip-1-alfa-ccl3-e-dos-receptores-para-quimiocina-ccr1-e-ccr5/,Quimiocinas##Reação em cadeia da polimerase em tempo real,7312##160909
/pt/auxilios/22974/efeito-da-idade-na-atuacao-da-musculatura-do-sistema-estomatognatico-avaliacao-eletromiografica-ul/,Sistema estomatognático##Músculos faciais##Músculos mastigatórios##Força de mordida##Ultrassonografia##Eletromiografia,150303##152823##153877##19772##398##11027
/pt/auxilios/23164/prevalencia-das-comorbidades-em-pacientes-soropositivos-para-o-hiv-e-avaliacao-das-modificacoes-no-t/,Tratamento odontológico##Patologia bucal##Manifestações bucais##HIV##Antirretrovirais,4474##3635##152953##292##160875
/pt/auxilios/23206/influencia-do-design-tipo-de-conexao-protetica-e-posicionamento-nas-tensoes-deformacoes-e-deslocam/,Método dos elementos finitos##Implantodontia##Fotoelasticidade,423##1365##161509
/pt/auxilios/23238/analise-de-comunidades-microbianas-associadas-a-lesoes-de-carie-oculta-e-a-bolsas-periodontais-atrav/,Microbiologia oral##Cárie dentária##Bolsa periodontal##Eletroforese em gel de gradiente desnaturante##Análise de sequência de DNA##Amplificação de genes##Reação em cadeia por polimerase (PCR)##DNA recombinante,5729##311##7327##157594##8439##5153##6714##3315
/pt/auxilios/23648/papel-dos-receptores-ativados-por-proteinases-tipo-2-par2-e-vaniloides-sub-tipo-1-trpv1-e-sua-in/,Hiperalgesia##Inflamação neurogênica,3014##152942
/pt/auxilios/23662/avaliacao-da-resistencia-a-microtracao-de-sistemas-adesivos-convencionais-e-autocondicionantes-aos-s/,Adesividade##Adesão,152969##173517
/pt/auxilios/23681/associacao-do-receptor-tipo-2-ativado-por-protease-par2-com-a-doenca-periodontal-em-humanos/,Doenças periodontais##Periodontite##Inflamação##Receptor ativado por protease do tipo 2,5504##872##665##163180
/pt/auxilios/22871/mapeamento-do-comportamento-biomecanico-de-pre-molares-superiores-com-reducao-sequencial-de-estrutur/,Método dos elementos finitos##Extensometria##Biomecânica##Resistência à fratura,423##159809##424##159845
/pt/auxilios/22944/influencia-do-acabamento-e-polimento-sobre-a-translucidez-de-resina-composta-efeito-de-solucoes-e-t/,Resinas compostas##Polimento,3509##176702
/pt/auxilios/23315/analise-da-dinamica-do-processo-de-reparo-de-alveolos-preenchidos-com-coagulo-sanguineo-e-vidro-bioa/,Reparação alveolar##Diabetes mellitus##Imuno-histoquímica,19801##997##162220
/pt/auxilios/21663/avaliacao-dos-efeitos-da-irradiacao-do-substrato-dentinario-com-laser-eryag-nos-procedimentos-resta/,Dentina##Resistência de união (odontologia)##Adesivos dentinários,5663##11235##15631
/pt/auxilios/23114/validacao-e-analise-comparativa-entre-tomografia-computadorizada-multislice-e-por-feixe-conico-para/,Tomografia computadorizada de feixe cônico##Processamento de imagens##Doenças mandibulares,20383##805##158286
/pt/auxilios/22547/profundidade-de-polimerizacao-de-cimentos-resinosos-utilizados-na-cimentacao-de-pinos-translucidos/,Cimentos de resina##Ciclagem mecânica##Adesivos dentinários##Grau de conversão dos cimentos dentários##Espectroscopia Raman##Resistência de união (odontologia),152989##162947##15631##164727##2617##11235
/pt/auxilios/22651/avaliacao-in-vitro-da-acao-do-hipoclorito-de-sodio-e-de-pastilhas-efervescentes-quanto-a-alteracao-d/,Micro-ondas##Rugosidade superficial##Resinas acrílicas##Resistência à flexão##Cor,160855##7818##8052##163967##9435
/pt/auxilios/22731/avaliacao-da-influencia-do-tratamento-dentinario-na-adesao-de-um-sistema-total-etch-a-dentina-escler/,Dentina##Morfologia (anatomia),5663##162075
/pt/auxilios/22727/avaliacao-da-retencao-e-da-transmissao-de-carga-em-pprs-de-extremidade-livre-associadas-a-implante-o/,Prótese parcial removível,23899
/pt/auxilios/22847/proteses-fixas-implanto-retidas-influencias-de-pilar-intermediario-e-dos-ciclos-de-coccao-da-porcel/,Prótese dentária fixada por implante##Implantes osseointegrados##Porcelana dentária##Titânio##Adaptação marginal dentária,17590##6051##19804##1363##159810
/pt/auxilios/23118/comparacao-in-vitro-dos-metodos-visual-radiografico-digital-e-diagnodent-na-deteccao-de-lesoes-oclu/,Radiografia dentária digital##Cárie dentária##Cárie oclusal##Dente decíduo,8402##311##6605##19719
/pt/auxilios/23154/caracterizacao-mecanica-fisica-quimica-e-aderencia-de-microorganismos-em-ligas-de-ti-nb-zr-submet/,Ligas metálicas##Difração por raios X##Corrosão##Propriedades mecânicas,762##4826##1000##1372
/pt/auxilios/23192/avaliacao-in-vitro-da-expressao-das-proteinas-pten-akt-mdm2-e-p53-em-celulas-de-carcinoma-epidermo/,Patologia bucal##Neoplasias de cabeça e pescoço##Carcinoma de células escamosas##Transdução de sinais##Fator de crescimento epidérmico,3635##2990##1032##167949##150355
/pt/auxilios/22689/efeito-da-desinfeccao-quimica-e-do-envelhecimento-acelerado-sobre-a-estabilidade-dimensional-manut/,Silicone##Envelhecimento acelerado##Prótese bucomaxilofacial##Estabilidade de cor,96##178180##152902##166044
/pt/auxilios/22078/agua-ozonizada-na-reparacao-tecidual-de-feridas-em-ratos-estudo-clinico-histomorfologico-e-imuno-h/,Cirurgia experimental##Regeneração tecidual guiada##Ozônio##Anti-infecciosos##Fibroblastos##Imuno-histoquímica,7279##3021##4009##162377##1979##162220
/pt/auxilios/22093/avaliacao-da-capacidade-osseoindutora-de-proteinas-angiogenicas-derivadas-do-latex-natural-na-osseoi/,Angiogênese##Ósseointegração,161797##3597
/pt/auxilios/22106/efeito-do-verniz-de-tetrafluoreto-de-titanio-sobre-o-processo-de-des-remineralizacao-do-esmalte-dent/,Cárie dentária##Erosão dentária##Fluoretos tópicos##Tetrafluoreto de titânio##Ciclagem de pH,311##152365##155354##160816##152084
/pt/auxilios/22386/efeito-antialgico-do-laser-de-baixa-intensidade-no-tratamento-da-disfuncao-temporomandibular-e-dor-o/,Dor facial##Laser de baixa intensidade##Terapia a laser de baixa intensidade,149596##163350##10351
/pt/auxilios/22125/expressao-da-secrecao-de-enzimas-da-candida-albicans-apos-imersao-em-solucoes-desinfetantes-e-ou-mic/,Desinfecção##Próteses e implantes##Resinas acrílicas##Candida albicans##Micro-ondas##Bases de dentadura,3533##1432##8052##3119##160855##152854
/pt/auxilios/22527/influencia-de-uma-substancia-antioxidante-na-uniao-de-materiais-resinosos-na-estrutura-dental-apos-a/,Clareamento de dente##Adesão##Antioxidantes##Resistência de união (odontologia),13845##173517##138##11235
/pt/auxilios/21442/analise-fotoelastica-da-transmissao-de-forcas-ao-periodonto-induzida-por-grampos-circunferenciais-de/,Prótese parcial removível##Retenção em prótese dentária##Ligas de cromo##Titânio##Fotoelasticidade,23899##153104##12616##1363##161509
/pt/auxilios/21662/efeitos-de-agentes-clareadores-de-alta-concentracao-para-tratamento-em-consultorio-na-microdureza-m/,Clareamento de dente##Peróxido de hidrogênio##Esmalte dentário,13845##3433##2231
/pt/auxilios/22016/avaliacao-clinica-e-histologica-do-reparo-de-defeitos-osseos-criados-em-mandibula-de-caes-preenchida/,Defeitos ósseos##Implantes dentários##Implantes osseointegrados##Mandíbula##Biovidro##Cães,169001##1367##6051##967##166226##3722
/pt/auxilios/22617/acao-de-solucoes-irrigadoras-extratos-naturais-e-medicamentos-sobre-escherichia-coli-e-sua-endotoxi/,Micro-organismos##Endotoxinas##Medicação intracanal,166965##8605##174169
/pt/auxilios/22644/avaliacao-da-forca-de-retencao-de-cimentos-resinosos-em-modelo-representativo-da-tecnica-de-cimentac/,Reabilitação bucal##Prótese dentária##Implantes osseointegrados##Carga imediata em implante dentário##Ciclagem térmica (odontologia),11008##3465##6051##157693##19742
